Reference;;;;annotation.audio_file;;;;;;;;;;;;;;;;;;;Left;KWIC;Right;Non SD;Test 1;Test 2;Test 3;SD;CUMULO;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;;dubbi;commenti
PTD021;#661484;doc#92;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD021&begin=3017334&end=3021504;3017334;3021504;TOI012;PTD021;0,063530093;;https://search.corpuskiparla.it/corpus/conversations/PTD021.html;https://search.corpuskiparla.it/corpus/conversations/PTD021_jefferson.html;31-35;M;;oper;;;piemonte;dip_tec_prof;5;intervista semistrutturata;sì è una bellissima zona poi è centrale // coneh la pedalina con un enorme parco lì vicino // piazza rivoli piazza massaua;quindi;ce ne sono un parecchie cose da fare vedere cose // in piazza massaua cosa c''è da fare // cinema // c''è il cinema // // e poi;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
PTD021;#669432;doc#92;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD021&begin=5226191&end=5229263;5226191;5229263;TOI012;PTD021;0,063530093;;https://search.corpuskiparla.it/corpus/conversations/PTD021.html;https://search.corpuskiparla.it/corpus/conversations/PTD021_jefferson.html;31-35;M;;oper;;;piemonte;dip_tec_prof;5;intervista semistrutturata;// mh mh // o lei si alza presto io mi alzo presto // o nel giorno libero vediamo qualche amici o veniamo quà // certo // e;quindi;viene complicato però ci piace parecchio andare al cinema // ma in generale io a volte sono andato anche da solo al cinema;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD021;#669931;doc#92;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD021&begin=5369585&end=5374383;5369585;5374383;TOI012;PTD021;0,063530093;;https://search.corpuskiparla.it/corpus/conversations/PTD021.html;https://search.corpuskiparla.it/corpus/conversations/PTD021_jefferson.html;31-35;M;;oper;;;piemonte;dip_tec_prof;5;intervista semistrutturata;pokemon che ha sia una storia molto bella ma molto limitata // zelda ha comunque una storia molto profonda dietro e e;quindi;riesce a tirare avanti // mh mh // a a at~ a tenersi i clienti affezionati e trovare clienti nuovi // okay // eh quello che;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
PTD021;#670005;doc#92;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD021&begin=5389673&end=5394893;5389673;5394893;TOI012;PTD021;0,063530093;;https://search.corpuskiparla.it/corpus/conversations/PTD021.html;https://search.corpuskiparla.it/corpus/conversations/PTD021_jefferson.html;31-35;M;;oper;;;piemonte;dip_tec_prof;5;intervista semistrutturata;la prima ed è sembrato quasi normale // certo // eh sì poi sono nato xxx sono nato e scresciuto con le console otto biteh meh;quindi;è normale che // mh mh mheh // m~ m~ mi so tutta la fase // ehm di avanzamento tecnologico neleh modo xxx ed è stato uno;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOA3002;#672784;doc#93;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3002&begin=573190&end=576184;573190;576184;BO010;BOA3002;0,012696759;;https://search.corpuskiparla.it/corpus/conversations/BOA3002.html;https://search.corpuskiparla.it/corpus/conversations/BOA3002_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;4;conversazione libera;fa~ fai qualcosa da solo mi dice // da sol~ // da sol~ // ''sta marianna qua // faccio anche da poco purtroppo faccio cazzate;quindi;a questo punto // ''sta marianna qua praticamente // marianna // ha // ecco esatto // che bella marianna // // non si sente;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
BOD2015;#676219;doc#94;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2015&begin=489245&end=493145;489245;493145;BO115;BOD2015;0,015439815;;https://search.corpuskiparla.it/corpus/conversations/BOD2015.html;https://search.corpuskiparla.it/corpus/conversations/BOD2015_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;// // già molto altolocata qui la situazione // certò beh via @nomeluogo via @nomeluogo comunque ci manteniamo //;quindi;è il terzo anno che vivi in questa casa // sì esatto // e presto lascerò bologna e questa casa // per? // per il sud america //;;;;;1;;;1;;;;;;;;;;;;;;;;1;;;;;;1;;
TOD2012;#691248;doc#97;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2012&begin=779810&end=781857;779810;781857;TO071;TOD2012;0,03162037;;https://search.corpuskiparla.it/corpus/conversations/TOD2012.html;https://search.corpuskiparla.it/corpus/conversations/TOD2012_jefferson.html;31-35;M;;stud;;;abruzzo;laurea in corso;2;intervista semistrutturata;// eh // comunque con tutto il traffico di via saffi via san felice dopo // ehmh // cioè quei quaranta minuti li perdevo //;quindi;marzabotto ospedale maggiore // che è stata // vince sicuramente marzabotto in mezzo a xxx // che è stat~ che è stata l'';;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
TOD2012;#692374;doc#97;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2012&begin=1109663&end=1110879;1109663;1110879;TO056;TOD2012;0,03162037;;https://search.corpuskiparla.it/corpus/conversations/TOD2012.html;https://search.corpuskiparla.it/corpus/conversations/TOD2012_jefferson.html;31-35;F;;stud;;;piemonte;laurea in corso;2;intervista semistrutturata;erano per le bollette perché questi erano // mh // quando il gioco di parole erano tutti in bolletta sempre // eh eh // e;quindi;alla fine // eh sia io che il mio ex ragazzo anticipavamo anticipavam~ // insomma alla fine pagavamo in due le bollette di;;;;;1;1;;;;;;;;;;1;;;;;;;;;;;;;;0;;e quindi
TOD2012;#695790;doc#97;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2012&begin=2075829&end=2076345;2075829;2076345;TO056;TOD2012;0,03162037;;https://search.corpuskiparla.it/corpus/conversations/TOD2012.html;https://search.corpuskiparla.it/corpus/conversations/TOD2012_jefferson.html;31-35;F;;stud;;;piemonte;laurea in corso;2;intervista semistrutturata;psicologia dinamica // eh eh // e nella psicoterapia // sono // v~ v~ veramente rimasti se non a freud a poco dopo // mhmh //;quindi;// qualunque tuo comportamento // è dovuto a come dire cause // ca~ cause interne traumi infantili problemi eccetera;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
TOD2012;#697693;doc#97;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2012&begin=2628723&end=2633647;2628723;2633647;TO056;TOD2012;0,03162037;;https://search.corpuskiparla.it/corpus/conversations/TOD2012.html;https://search.corpuskiparla.it/corpus/conversations/TOD2012_jefferson.html;31-35;F;;stud;;;piemonte;laurea in corso;2;intervista semistrutturata;se stavo un po'' // frastornata // eh eh // eh anche perché quando è successo il tutto io avevo il turno di notte al lavoro //;quindi;dopo otto ore sveglia a lavorare mi ritrovo tutto ''sto casino in casa e quindi ero abbastanza stordita // xxxxxxx // ho;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PTD022;#698633;doc#98;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD022&begin=159770&end=165210;159770;165210;TOI009;PTD022;0,009155093;;https://search.corpuskiparla.it/corpus/conversations/PTD022.html;https://search.corpuskiparla.it/corpus/conversations/PTD022_jefferson.html;31-35;M;;comm;;;piemonte;dip_tec_prof;2;intervista semistrutturata;sopportare la vita milanese? // // ma non la vita non le persone // è che non cioè nel senso io vabbè che son di torino;quindi;per me è giocare in casa quindi non è che // okay // // però mi rendo conto anche parlando con altre persone che non sono di;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
PTD022;#699320;doc#98;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD022&begin=352003&end=356633;352003;356633;TOI009;PTD022;0,009155093;;https://search.corpuskiparla.it/corpus/conversations/PTD022.html;https://search.corpuskiparla.it/corpus/conversations/PTD022_jefferson.html;31-35;M;;comm;;;piemonte;dip_tec_prof;2;intervista semistrutturata;legata è subito facile arrivare // in centro a torino in meno di dieci min~ dieci in meno di un quarto d''ora venti minuti;quindi;// mh mh mh // per me torino era a un passo non ho mai sentito questa distanza tra la città e il p~ e la eh // mh mh mh // e la camp~;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOA1014;#706634;doc#100;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1014&begin=23016&end=29070;23016;29070;BO044;BOA1014;0,002951389;;https://search.corpuskiparla.it/corpus/conversations/BOA1014.html;https://search.corpuskiparla.it/corpus/conversations/BOA1014_jefferson.html;26-30;F;;stud;;;sicilia;laurea in corso;2;ricevimento studenti;duemilaquindici // mhmh // ancora // sì // c''è axx // e quindi volevo sapere come // e lei aveva la tesina // sì //;quindi;volevo sapere come quando f~ quando potrò fare l'' esame e se rimane comunque il mio programma // allora // se lei aveva già;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;0;;
PBA014;#708552;doc#101;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA014&begin=457200&end=460860;457200;460860;BOI076;PBA014;0,019375;;https://search.corpuskiparla.it/corpus/conversations/PBA014.html;https://search.corpuskiparla.it/corpus/conversations/PBA014_jefferson.html;21-25;M;;oper;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;per cui per cui lavori // eh // purtroppo no nel senso che non sono // molto // bravo diciamo a trovare luoghi del genere;quindi;non // purtroppo non ne conosco // so che c''è un gran via vai diciamo comunque nel centro // che ci sono stato //;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBA014;#711280;doc#101;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA014&begin=1519770&end=1520540;1519770;1520540;BOI076;PBA014;0,019375;;https://search.corpuskiparla.it/corpus/conversations/PBA014.html;https://search.corpuskiparla.it/corpus/conversations/PBA014_jefferson.html;21-25;M;;oper;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;più comodo // non eh non si impazzisce magari a cercare parcheggio // o non si fa un mutuo per fare il parcheggio // e // e;quindi;// lo trovo migliore // diciamo anche a livello sia economico // che di salute mentale // okay // perchè dici che bologna è;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPS002;#713108;doc#102;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS002&begin=427826&end=429753;427826;429753;PKP103;KPS002;0,025960648;;https://search.corpuskiparla.it/corpus/conversations/KPS002.html;https://search.corpuskiparla.it/corpus/conversations/KPS002_jefferson.html;21-25;F;;stud;;;calabria;laurea in corso;3;pasto;breve eh // no // che ti rispondeva alle storie magari m // un po'' con fare ammiccante però // stava sempre con eleonora;quindi;ce l''aveva un po'' per alessandra // no ma eh // poi vabbè è uscito fuori che anche lei non è tutta sta // no ma è ma // claudio;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;ho difficoltà a capire perché è bippato per la privacy. Pare una continuazione di topic, così l'ho messo
KPN003;#727403;doc#103;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN003&begin=2588831&end=2589816;2588831;2589816;PKP015;KPN003;0,034884259;;https://search.corpuskiparla.it/corpus/conversations/KPN003.html;https://search.corpuskiparla.it/corpus/conversations/KPN003_jefferson.html;21-25;F;;tec;;;emilia-romagna;laurea;3;pasto;// avanti e poi indietro // per vedere se lì c''eran delle balotte o delle cose // poi si moriva di caldo // quindi cioè //;quindi;si stava bene // xx si poteva fare // sì sì // vabbè che secondo me avevam caldo perché stavam camminando un sacco // // io ho;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
PBB008;#730728;doc#104;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB008&begin=658350&end=659900;658350;659900;BOI026;PBB008;0,039340278;;https://search.corpuskiparla.it/corpus/conversations/PBB008.html;https://search.corpuskiparla.it/corpus/conversations/PBB008_jefferson.html;46-50;F;;intell;;;emilia-romagna;laurea;3;intervista semistrutturata;nella strada // in quell''occasione non mi ricordo che anno era però pro~ credo l''anno in cui sono arrivata qui mh //;quindi;duemilaotto duemilanove // quindi avevano fatto questo cosa che po~ a~ al comune è costato tantissimo perchè avevano;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
PBB008;#732883;doc#104;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB008&begin=1464145&end=1466905;1464145;1466905;BOI026;PBB008;0,039340278;;https://search.corpuskiparla.it/corpus/conversations/PBB008.html;https://search.corpuskiparla.it/corpus/conversations/PBB008_jefferson.html;46-50;F;;intell;;;emilia-romagna;laurea;3;intervista semistrutturata;stava fun~ funzionando bene questo progetto edukalè // e e quindi facciamo vedere tornan~ eh riavvolgendo il nastro //;quindi;al primo incontro facciamo vedere lo spettacolo // ehm purtroppo non lo riusciamo a fare dal vivo adesso con il covid;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PBB008;#733175;doc#104;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB008&begin=1578280&end=1580450;1578280;1580450;BOI026;PBB008;0,039340278;;https://search.corpuskiparla.it/corpus/conversations/PBB008.html;https://search.corpuskiparla.it/corpus/conversations/PBB008_jefferson.html;46-50;F;;intell;;;emilia-romagna;laurea;3;intervista semistrutturata;essere // mh d~ dei punti // della costituzione // andando a leggere alcuni articoli che non sono stati realizzati //;quindi;andando a immaginare dei punti // ancora da // da realizzare da mettere ancora a regime // di quelle di quelle di quei;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBB008;#735530;doc#104;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB008&begin=2430810&end=2436780;2430810;2436780;BOI026;PBB008;0,039340278;;https://search.corpuskiparla.it/corpus/conversations/PBB008.html;https://search.corpuskiparla.it/corpus/conversations/PBB008_jefferson.html;46-50;F;;intell;;;emilia-romagna;laurea;3;intervista semistrutturata;durante l''allarm~ cose banalissime no eh? // sì // e durante l''allarme i bombardamenti perchè le volevano far lavorare;quindi;anche durante i bombardam~ no voi continua~ // pure // continuate no voi a tirar fuori il riso lì // // // ma le;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
BOC1002;#738952;doc#105;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1002&begin=408780&end=412350;408780;412350;BO089;BOC1002;0,019953704;;https://search.corpuskiparla.it/corpus/conversations/BOC1002.html;https://search.corpuskiparla.it/corpus/conversations/BOC1002_jefferson.html;21-25;F;;stud;;;marche;laurea in corso;2;esame;lui non ha pubblicato nulla col nome reale // no perché è conosciuto come come lu xun // padre della narrativa moderna;quindi;// e lu xun è conosciuto così // e ho riportato sia // e quindi l'' ordine alfabetico al primo livello l'' ordine cronologico;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;0;;
PTD001;#743009;doc#106;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD001&begin=95953&end=101503;95953;101503;TOI020;PTD001;0,035648148;;https://search.corpuskiparla.it/corpus/conversations/PTD001.html;https://search.corpuskiparla.it/corpus/conversations/PTD001_jefferson.html;56-60;F;;pens;;;basilicata;dip_tec_prof;3;intervista semistrutturata;che mia figlia lo capiscono anche mio nipote // con tuo marito? // lo capiscono ma non lo parlano // eh // però io lo parlo;quindi;loro mi devono cpaire per forza // e certo // beh diciamo che eleh un po'' cioè l''hai l''hai usato ma lo usi volontariamente;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD001;#743862;doc#106;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD001&begin=432872&end=434083;432872;434083;TOI020;PTD001;0,035648148;;https://search.corpuskiparla.it/corpus/conversations/PTD001.html;https://search.corpuskiparla.it/corpus/conversations/PTD001_jefferson.html;56-60;F;;pens;;;basilicata;dip_tec_prof;3;intervista semistrutturata;// e in effetti ci ci sono delle cose // che comunque proprio non no~ non sai perchè o non ti fanno il corso // eh mh;quindi;ti // cioè non ci sono corsi di formazione? // no ti fanno però cioè che ne so quando è successo per la carta elettronica ci;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;0;;frase interrotta
PTD001;#744029;doc#106;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD001&begin=485206&end=485703;485206;485703;TOI020;PTD001;0,035648148;;https://search.corpuskiparla.it/corpus/conversations/PTD001.html;https://search.corpuskiparla.it/corpus/conversations/PTD001_jefferson.html;56-60;F;;pens;;;basilicata;dip_tec_prof;3;intervista semistrutturata;comunque però ti aggiusti poi per esempio abbiamo // i meh // i database che ad~ ancora non si incontrano // oh signor //;quindi;// quello e quindi quello che di roma // non è come questo che noi abbia~ sono due eh mh come? due motori diversi // quindi //;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD001;#744380;doc#106;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD001&begin=591557&end=595848;591557;595848;TOI020;PTD001;0,035648148;;https://search.corpuskiparla.it/corpus/conversations/PTD001.html;https://search.corpuskiparla.it/corpus/conversations/PTD001_jefferson.html;56-60;F;;pens;;;basilicata;dip_tec_prof;3;intervista semistrutturata;la la la tutti questi problemi la gente che non riesce a pagare la retta // e inso~ questi pro~ poi chi eh chi lo fa chi lo è eh;quindi;// certo // cominci anche un po'' a capire // a a distinguere però diventa molto difficile e questa è la prima parte // a;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD001;#744933;doc#106;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD001&begin=794878&end=797394;794878;797394;TOI020;PTD001;0,035648148;;https://search.corpuskiparla.it/corpus/conversations/PTD001.html;https://search.corpuskiparla.it/corpus/conversations/PTD001_jefferson.html;56-60;F;;pens;;;basilicata;dip_tec_prof;3;intervista semistrutturata;situazione tua difficile non neh neanche se vai in malattia l''inf~ non è un infortunio // neanche // colpa tua // ah bon //;quindi;l''han~ perchè non è che ti sei fatta male mentre // certo sì sì // e quindi lei l''hanno presa l''hanno portata con;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PTD001;#745214;doc#106;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD001&begin=882905&end=888166;882905;888166;TOI020;PTD001;0,035648148;;https://search.corpuskiparla.it/corpus/conversations/PTD001.html;https://search.corpuskiparla.it/corpus/conversations/PTD001_jefferson.html;56-60;F;;pens;;;basilicata;dip_tec_prof;3;intervista semistrutturata;sempre stata fortunata // coneh // la circoscrizione con l''amministrativo ho sempre avuto dei buoni responsabili che;quindi;// che non è scontato perchè // che non è scontato no no no infatti anche questa era // cioè // una collega che voleva fare un;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;0;;frase interrotta
