Reference;Tok_ID;Doc_ID;Year;Topic;conv_transcription;conv_jefferson;Speaker_Age;età;Speaker_Gender;Place;Provenience;Relationship;Text_Type;Job;Education;N_Speakers;annotation.audio_file;Left;KWIC;Right;Non SD;presenta complementatore;sta per sapere, es. saper dire;;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;Dubbî;Commenti
PBB022;#1064347;doc#134;2023;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB022.html;https://search.corpuskiparla.it/corpus/conversations/PBB022_jefferson.html;21-25;;F;BO;emilia-romagna;asimmetrico;intervista semistrutturata;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB022&begin=2778166&end=2781905;una delle prime volte che son venuta qua però // falso ricordo // boh ah // eh non non saprei cosa potrebbe essere // no // no;mi sa;che avevo letto bosco albergati e avevamo parlato di qualcosa mi sa // ah possibile // però // sì // anche perchè di;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PTA001;#1082085;doc#136;2019;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA001.html;https://search.corpuskiparla.it/corpus/conversations/PTA001_jefferson.html;26-30;;M;TO;piemonte;asimmetrico;intervista semistrutturata;intell;phd;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA001&begin=1361410&end=1368400;film francese // se no // qualsiasi roba // spesso non scelgo io faccio scegliere // // allora l''ultimo che ho visto con te;mi sa;che è dragon trainer // è possibile // // che hai visto anche l''altra sera in tv // eh l''ultimo // tipo adesso andrò a vedere;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PTA001;#1083171;doc#136;2019;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA001.html;https://search.corpuskiparla.it/corpus/conversations/PTA001_jefferson.html;26-30;;F;TO;lombardia;asimmetrico;intervista semistrutturata;intell;phd;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA001&begin=1683300&end=1684500;che infilare quel coso lì // glielo attacchi sui fili sopra // cioè non ho capito // dopo te lo faccio vedere // // // eh però;mi sa;che è quello // mhmh // no // eh eh secondo me sì eh // vabbè // cioè è come se fosse finta secondo meeh // è disegnata in realtà;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PTB008;#1096932;doc#137;2019;fisso;https://search.corpuskiparla.it/corpus/conversations/PTB008.html;https://search.corpuskiparla.it/corpus/conversations/PTB008_jefferson.html;31-35;;M;TO;abruzzo;asimmetrico;intervista semistrutturata;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB008&begin=1024750&end=1027194;no? la la serata in famiglia // okay? // ehm sia quando viveva con i suoi genitori sia quando poi è stata sposata // mh m~ m~;mi sa;dire magari qualche mh // e vabbè quando ero sposata andavamo con mio marito a trovare amici così era diversa la vita // mh;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS002;#1102043;doc#138;2023;libero;https://search.corpuskiparla.it/corpus/conversations/KPS002.html;https://search.corpuskiparla.it/corpus/conversations/KPS002_jefferson.html;21-25;;F;CZ;calabria;simmetrico;pasto;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS002&begin=974788&end=976832;// eh se sul vocabolario puella me lo porta come vergine // come vergine // io non ti scrivo // eh proprio era la prima cosa;mi sa;che esce // faciulla c''era scritto vergine // virgola fanciulla // la prima è vergine scrivo vergine cioè mh // mi dai la;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS002;#1104938;doc#138;2023;libero;https://search.corpuskiparla.it/corpus/conversations/KPS002.html;https://search.corpuskiparla.it/corpus/conversations/KPS002_jefferson.html;21-25;;F;CZ;calabria;simmetrico;pasto;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS002&begin=1710993&end=1715859;non per biotecnologie // poi no non lo so // non mi ricordo // ma mo x sempre francesca che c''ha provato e riprovato;mi sa;che adesso sta facendo prorpio // una scuola un corso apposito per entrare a medicina // ma ancora francesca ha deciso di;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS002;#1106472;doc#138;2023;libero;https://search.corpuskiparla.it/corpus/conversations/KPS002.html;https://search.corpuskiparla.it/corpus/conversations/KPS002_jefferson.html;21-25;;F;CZ;calabria;simmetrico;pasto;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS002&begin=2125677&end=2127914;a pisa // vabbè si io a bologna non ce l''ho // vabbè però comunque lì sono che mi lavo i piatti miei e basta // vero // ah perchè;mi sa;che mh noi qua si è rotta comunque // e // ovviamente // i piatti miei vuol dire che io mangio qualsiasi cosa nello stesso;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBC014;#1127269;doc#143;2022;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC014.html;https://search.corpuskiparla.it/corpus/conversations/PBC014_jefferson.html;21-25;;F;BO;emilia-romagna;asimmetrico;intervista semistrutturata;stud;laurea in corso;2;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC014&begin=485550&end=491800;si equando si arriva qui no? ehm // eallora volevo volevo capire un po'' cosa ne pensava come // se diciamo se // cioè se;mi sa;raccontare qualcosa dei portici se son cambiati nel tempo ad esempio? o sono più o meno rimasti // no i portici;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBC014;#1129145;doc#143;2022;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC014.html;https://search.corpuskiparla.it/corpus/conversations/PBC014_jefferson.html;21-25;;F;BO;emilia-romagna;asimmetrico;intervista semistrutturata;stud;laurea in corso;2;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC014&begin=1184940&end=1186430;chiederle più o meno se sapeva che attività fanno fa il circolo però a questo punto non so se // s~ se è informato o se // se;mi sa;dire qualcosa se // se no // e quindi diciamo lei quindi ogni tanto diceva che veniva che veniva qui? // non so più o meno che;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3021;#1139475;doc#146;2019;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3021.html;https://search.corpuskiparla.it/corpus/conversations/BOA3021_jefferson.html;21-25;;M;BO;emilia-romagna;simmetrico;conversazione libera;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3021&begin=269660&end=273676;della prima fila // no anche comunque anche // da noi all'' al~ all'' alma english ci sono certi soggetti che proprio // ma;mi sa;che una delle prime cose che ho detto a ale il mio // il mio compagno di stanza co~ com'' è andata la prima lezione ah ci son;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3021;#1141005;doc#146;2019;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3021.html;https://search.corpuskiparla.it/corpus/conversations/BOA3021_jefferson.html;21-25;;M;BO;emilia-romagna;simmetrico;conversazione libera;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3021&begin=759043&end=763920;bidet // eh della mia inquilina no mi son~ mi sono confuso coi colori non lo so così // e lei ha detto? // eh // ah eh guarda che;mi sa;che ti sei portato a casa il mio straccio da culo eh tipo // // // // e io tipo eh qui~ il co~ il il tuo cosa? // in un in un primo;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3021;#1141536;doc#146;2019;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3021.html;https://search.corpuskiparla.it/corpus/conversations/BOA3021_jefferson.html;21-25;;M;BO;emilia-romagna;simmetrico;conversazione libera;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3021&begin=914400&end=916070;quindi // ma bast~ ti manca l'' occhio chiuso // ma guarda che un po'' ce uno ce l'' ho un po'' più // qual è? // c'' ho questo;mi sa;che // okay all'' altro // x // vedi che c'' è // sì ma non è chiuso dal nervosismo e dal dolore esistenziale capito // no no è;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3021;#1143846;doc#146;2019;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3021.html;https://search.corpuskiparla.it/corpus/conversations/BOA3021_jefferson.html;21-25;;M;BO;emilia-romagna;simmetrico;conversazione libera;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3021&begin=1664566&end=1666166;// cioè in quella foto l'' hanno scattata in quel momento lui magari stava facendo l'' esempio no quindi così // eh // ma;mi sa;che // stava ehm colpendo la pallina bianca tipo mi sa con una pallina // eh // cioè nel senso stava usando // con una;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3021;#1145673;doc#146;2019;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3021.html;https://search.corpuskiparla.it/corpus/conversations/BOA3021_jefferson.html;21-25;;M;BO;emilia-romagna;simmetrico;conversazione libera;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3021&begin=2276380&end=2278700;il video del eh // han~ hanno modificato con eh un'' intelligenza artificiale dei video tipo di di vari capi di stato //;mi sa;che l'' hai condiviso però ero a lezione // eh ho visto che l'' hai condiviso // e gli hanno fatto cantare imagine di john;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3021;#1149124;doc#146;2019;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3021.html;https://search.corpuskiparla.it/corpus/conversations/BOA3021_jefferson.html;21-25;;M;BO;emilia-romagna;simmetrico;conversazione libera;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3021&begin=3274107&end=3276287;// // aspetta eh // ciao ted // oh frocio // ciao // ciao ted // testa di merda // // ma cos'' è che era? // ciao ted // ciao // // no;mi sa;che era quello xxx // ma c'' era tipo uno striscio è succe~ // ah no era e ero io mentre mi mettevo su strisciando con le;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS013;#1176606;doc#151;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPS013.html;https://search.corpuskiparla.it/corpus/conversations/KPS013_jefferson.html;21-25;;M;BR;puglia;simmetrico;pasto;intell;dip_lic;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS013&begin=434002&end=435912;nove alle dieci meno un quarto mi sa // io volevo portare la colazione ad alessandra domattina // del treno xxxxxxx // xx;mi sa;che è congelato xx // xxxxxxxxx // fallo un pochettino nel microonde // no // vabbè // stavo dicendo ehm // ha fatto meno;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS013;#1178455;doc#151;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPS013.html;https://search.corpuskiparla.it/corpus/conversations/KPS013_jefferson.html;21-25;;M;BR;puglia;simmetrico;pasto;intell;dip_lic;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS013&begin=1064030&end=1066399;insegnamento // ce sacciu piu che''altro chissà quant''altre generazioni deve rovinare // la vita mi ha rovinato // mh //;mi sa;che lei se ne va in pensione e poi si matura lei // fidati devi tenere fino alla quinta al quinto // eh ma un anno è rimasta e;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN012;#1222214;doc#156;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPN012.html;https://search.corpuskiparla.it/corpus/conversations/KPN012_jefferson.html;16-20;;F;MI;puglia;simmetrico;pasto;intell;dip_lic;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN012&begin=1056875&end=1062000;// ma no non è fa~ non è fascio assolutamente dai se fosse fascio // vabbè quindi lui segue le lezioni oh maronna santa no;mi sa;che me le seguo t~ tanto sabato me le seguo tutte // sì ma le se~ ma lui segue ma lui // ma lui segue le lezioni ma ma non devi ma;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN012;#1222765;doc#156;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPN012.html;https://search.corpuskiparla.it/corpus/conversations/KPN012_jefferson.html;21-25;;M;MI;puglia;simmetrico;pasto;intell;dip_lic;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN012&begin=1227280&end=1229127;si possono fare allusioni // buona sta cioccolata eh? // sì // molto buona // peccato che io ne stia mangiando troppa // xx;mi sa;che ho un po'' esagerato xxx // la mia università ha fatto una ricerca che il cacao // fondente // mhmh // aiuta a prevenire;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS005;#1263575;doc#162;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPS005.html;https://search.corpuskiparla.it/corpus/conversations/KPS005_jefferson.html;51-55;;F;MT;puglia;simmetrico;pasto;intell;dip_tec_prof;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS005&begin=513130&end=518450;devi piangere // mi passi il pane? // piangeva così senza motivo // almeno // vabbè // ah sai sai chi era? quello in che;mi sa;che hai conosciuto tu alle medie che si chiama kristian? // chi è kristian? // non kristian il suo amico kristian // chi ho;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS005;#1266507;doc#162;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPS005.html;https://search.corpuskiparla.it/corpus/conversations/KPS005_jefferson.html;51-55;;F;MT;puglia;simmetrico;pasto;intell;dip_tec_prof;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS005&begin=1461624&end=1464889;// ce l''avevamo infatti poi non so che fine abbia fatto // ma io mi ricordo una chitarra a casa di nonna infatti // se;mi sa;che se l''è presa luca poi credo // ah può darsi tra le varie cose // mh // ehi ci vediamo oggi allora // mh // t''ho detto io;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PTA013;#1280975;doc#165;2019;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA013.html;https://search.corpuskiparla.it/corpus/conversations/PTA013_jefferson.html;26-30;;M;TO;piemonte;asimmetrico;intervista semistrutturata;oper;dip_tec_prof;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA013&begin=2157260&end=2160050;accorta mentre parlavo // t~ t~ // dovrei // dovresti chiedere // appunto // tu giochi ancora a calcio? // perché tra i due;mi sa;che è lui quello che gioca e io quello che // xxx // tu hai una donna in mano? // quindi fai calcio quante volte a settimana?;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN001;#1288883;doc#166;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPN001.html;https://search.corpuskiparla.it/corpus/conversations/KPN001_jefferson.html;21-25;;F;BO;abruzzo;simmetrico;pasto;intell;dip_lic;2;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN001&begin=1852704&end=1860879;tutti davanti col bicchiere di latte // e li vedi che iniziano e e io avevo visto sta competizione che tra l''altro;mi sa;che non so se vinceva una donna o arrivava tipo in semifinale no? // vedi questi tipo trenta // concorre~ cioè nel senso mi;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS015;#1313687;doc#169;2022;libero;https://search.corpuskiparla.it/corpus/conversations/KPS015.html;https://search.corpuskiparla.it/corpus/conversations/KPS015_jefferson.html;21-25;;F;CA;sardegna;simmetrico;pasto;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS015&begin=1242617&end=1243865;// una decina di giorni no? // allora // ho lasciato un altro po'' di sughetto se lo vuoi // no grazie nonna // è là sotto // sì;mi sa;che me lo faccio // eh pigliatell'' // allora quando sono stta mle // eh // sono stata alla fine // un fine settimana? //;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS015;#1314929;doc#169;2022;libero;https://search.corpuskiparla.it/corpus/conversations/KPS015.html;https://search.corpuskiparla.it/corpus/conversations/KPS015_jefferson.html;21-25;;F;CA;sardegna;simmetrico;pasto;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS015&begin=1569116&end=1570316;sera che stavo // sono andata a casa di // in camera // lo vuoi il sughetto c''è // sì sì // prenditelo tu stessa // ma infatti;mi sa;che me lo prendo // i~ il pane forse vuole il pane no non c''è? // no // il sughetto la pasta c''è quello che vuoi // no ce n''è pane;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS015;#1316231;doc#169;2022;libero;https://search.corpuskiparla.it/corpus/conversations/KPS015.html;https://search.corpuskiparla.it/corpus/conversations/KPS015_jefferson.html;21-25;;F;CA;sardegna;simmetrico;pasto;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS015&begin=1879203&end=1882377;che // ho fatto il quello che mi ha fatto il taglio // ma ci sono anche le donne ci sono anche le donne // sì sì sì // adesso;mi sa;che questa volta mi deve fare una una ragazza sì // ah una ragazza // però // tipo appunto la volta scorsa // eh // no le altre;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS015;#1317254;doc#169;2022;libero;https://search.corpuskiparla.it/corpus/conversations/KPS015.html;https://search.corpuskiparla.it/corpus/conversations/KPS015_jefferson.html;21-25;;F;CA;sardegna;simmetrico;pasto;stud;laurea in corso;3;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS015&begin=2125582&end=2127591;andare come vogliono loro // mh // eh sì // che giulia'' dopo viene a prenderti mamma viene a prende~ // allora seco~ no;mi sa;che prendo il pullman // ah ah // sì vado in pullman tanto // ah // perchè tanto da piazza matteotti lo prendo // ah eh no è;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN021;#1336082;doc#172;2020;libero;https://search.corpuskiparla.it/corpus/conversations/KPN021.html;https://search.corpuskiparla.it/corpus/conversations/KPN021_jefferson.html;21-25;;M;TV;veneto;simmetrico;pasto;stud;laurea in corso;4;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN021&begin=2886737&end=2900130;nel senso ogni tanto ci penso e vorrei tipo tornare a fare qualcosa infatti il prossimo anno se lo fanno magari se sono qui;mi sa;che poi // per me è stato // fare un remake // sì no ma // no ma dici ci vado un paio di giorni perchè // ah anche sì così // per;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
